Title,ReleaseDate,TypeCode,Price,Size,DLCName,Hash
[Battlefield 3™],2012/04/03,40,6.99,0,Recon Kit Shortcut,91E39BECD901FB8065EBBCEFA6ACDA0F5FC1F94A58
[Battlefield 3™],2012/09/25,-65535,14.99,1344,Battlefield™ 3: Armored Kill,A32943F632E5C12038BD500EC395A0505A2DDD3B58
[Battlefield 3™],2012/01/24,40,2.99,0,SPECACT Kit & Dog Tag Bundle,159407B8E8CA79A66DEE31834EC035E66955FCA058
[Battlefield 3™],2012/04/03,40,6.99,0,Engineer Kit Shortcut,E9760AF530EBB75F018D7C1CE594E708331C035758
[Battlefield 3™],2012/04/03,40,9.99,0,Air Vehicle Shortcut,31A9ACDFF2F67B54BC52FD06E4CB7D8EDAC3960358
[Battlefield 3™],2012/04/03,40,6.99,0,Support Kit Shortcut,9E95BF1A16075B67E0F507EFE7EFD942A3520CD258
[Battlefield 3™],2012/04/03,40,39.99,0,The Ultimate Shortcut Bundle,72706D499685C2B0D3ED66A27736A5F749860BD158
[Battlefield 3™],2012/04/03,40,24.99,0,Kit Shortcut Bundle,554E435CA7964C22B3856910A6626A2A16019A4B58
[Battlefield 3™],2012/04/03,40,17.99,0,Vehicle Shortcut Bundle,A8913E7C4C9C7750F4C4F4136BC038591813166858
[Battlefield 3™],2012/06/26,40,14.99,0,Battlefield™ 3: Close Quarters,CF29AAA693EDD7C16502207203ABEFDB8097D01158
[Battlefield 3™],2011/12/13,40,14.99,0,Battlefield 3: Back to Karkand,EBECCE24E6B7779CD92764AD451BB3DC3C7C85F058
[Battlefield 3™],2013/03/26,10,14.99,1490,Battlefield 3™: End Game,A5904FB0EC4B931D1B9B4A93EC66C2C33330C6BA58
[Battlefield 3™],2012/04/03,40,9.99,0,Ground Vehicle Shortcut,4C7624A83DBF430F7904D6500E73525CEB57D1CA58
[Battlefield 3™],2012/12/18,10,14.99,1355,Battlefield 3 - Aftermath,6445050FFBD679E77EDD5F0C4F4BB1B0739E88A258
[Battlefield 3™],2017/08/09,40,0.00,1500,Battlefield 3™ HD Texture Pack,4AAC0F3AB9125261208BE36EE9C6A96CC6B81D5C58
[Battlefield 4™],2015/10/27,40,0.00,638,Battlefield 4™ Community Operations,3D8603F9F71DAC43807D3A0E79A8813596ABB50158
[Battlefield 4™],2015/09/02,-65535,0.00,331,Battlefield 4™ Night Operations,9382D0D6B0E4C00E722479A7DE619174D92452D558
[Battlefield 4™],2013/08/16,40,39.99,0,Battlefield 4™ Premium,C364A4AC59FE3FE09BB00E562296F4C079FE91AC58
[Battlefield 4™],2014/07/29,-65535,14.99,1539,Battlefield 4™ Dragon's Teeth,849A23217F06BC3D81F6E09C211BCEF0AAA57E6858
[Battlefield 4™],2014/03/25,40,14.99,0,Battlefield 4™ Weapon Shortcut Bundle,D4D2ECA0297A03EBD58629E0DD2DDB6D5AD8511258
[Battlefield 4™],2014/12/02,-65535,14.99,1686,Battlefield 4™ Final Stand,0D5443C8FD4017DFCEB9FC7D1B56073705DF034B58
[Battlefield 4™],2014/04/15,-65535,14.99,1239,Battlefield 4™ Naval Strike,6D47F19C5A88E319CB74A855DFA3E5FB3D32C0CA58
[Battlefield 4™],2014/03/04,-65535,14.99,1350,Battlefield 4™ Second Assault,EC23A294FC0D98B0E9DAF0C41ED94A56965C293B58
[Battlefield 4™],2014/03/25,40,6.99,0,Battlefield 4™ Engineer Shortcut Kit,E34454A071644C723A59572309503F3E57D809C258
[Battlefield 4™],2013/12/17,-65535,14.99,1275,Battlefield 4™ China Rising,3E4FD6B2166CF56364A0699A26BC222258EA188C58
[Battlefield 4™],2014/03/25,40,49.99,0,Battlefield 4™ Ultimate Shortcut Bundle,D39551E0BB73A3607D3AE6A31E5815928D8DF3A458
[Battlefield 4™],2014/03/25,40,6.99,0,Battlefield 4™ Recon Shortcut Kit,DB6F681B105BDA078C57BA5477E9C1FF47E84A7758
[Battlefield 4™],2014/03/25,40,4.99,0,Battlefield 4™ DMR Shortcut Kit,E762205198E071EE70EEA5786BFE05C6A0E1F96658
[Battlefield 4™],2014/03/25,40,4.99,0,Battlefield 4™ Handgun Shortcut Kit,713179817D9086D8A69920A07DF821FE04A6DE6958
[Battlefield 4™],2014/03/25,40,14.99,0,Battlefield 4™ Ground & Sea Vehicle Shortcut Kit,9EA90A8710990E5E474A1CE5FBADFD95BFB51DA358
[Battlefield 4™],2014/03/25,40,6.99,0,Battlefield 4™ Support Shortcut Kit,81F4D6D1052B0D709615A5B9E13DF802679BA32158
[Battlefield 4™],2014/03/25,40,6.99,0,Battlefield 4™ Assault Shortcut Kit,A75479ABABE50EB5416079033B01E8844D92B53358
[Battlefield 4™],2014/03/25,40,4.99,0,Battlefield 4™ Shotgun Shortcut Kit,14DB169AC5D43350BA688B1BDDA20EAA3DA445F158
[Battlefield 4™],2014/03/25,40,4.99,0,Battlefield 4™ Grenade Shortcut Kit,DC9AB7ECC0C9D9ACFEDEDAA3CB648A38799256B558
[Battlefield 4™],2014/03/25,40,24.99,0,Battlefield 4™ Soldier Shortcut Bundle,62F12DC385FF36A90CE568DDF5F274BD2EC53E0958
[Battlefield 4™],2014/03/25,40,19.99,0,Battlefield 4™ Vehicle Shortcut Bundle,5BBE86FD3742E5202313D1F2DABB78389B3B614358
[Battlefield 4™],2014/03/25,40,9.99,0,Battlefield 4™ Air Vehicle Shortcut Kit,CBD2E7223FF62C4B2087F03B70ADC5BC332F299E58
[Battlefield 4™],2014/03/25,40,4.99,0,Battlefield 4™ Carbine Shortcut Kit,03523838AAAF575949C5163A1001BBD0548B339958
[Battlefield™ Hardline],2016/03/15,-65535,14.99,967,Battlefield™ Hardline Betrayal,0300D9FAF63AAD05809C649174105CEC0CE0E61958
[Battlefield™ Hardline],2015/04/28,40,6.99,0,Enforcer Shortcut,3F181523621B9E1AA5D37929246047176B335E6E58
[Battlefield™ Hardline],2015/03/03,40,39.99,0,Battlefield™ Hardline Premium,BEE59E21BE9755BFAF37FB2B9EC60DD36D04562B58
[Battlefield™ Hardline],2015/06/30,-65535,14.99,813,Battlefield™ Hardline Criminal Activity,1B6B5386B0F56897CDBD29A09983A3C568F8971E58
[Battlefield™ Hardline],2015/09/30,-65535,14.99,924,Battlefield ™ Hardline Robbery,6BFDAF91A80BD860F5904DC37A5934D946FD7BEC58
[Battlefield™ Hardline],2015/04/28,40,24.99,0,Vehicle Shortcut,5B9F1187107105BACD5393F791FDA3CBC365B6EE58
[Battlefield™ Hardline],2015/04/28,40,6.99,0,Operator Shortcut,8FB9F02A3F7A88FC89639A13D008CA08FEE1FFEA58
[Battlefield™ Hardline],2015/04/28,40,6.99,0,Professional Shortcut,4D10A28C2F8903008D21A58614AC3F5EE3ED2BCC58
[Battlefield™ Hardline],2015/04/28,40,6.99,0,Gear Shortcut,C2AE3DDA326AA7FD2CF19F4F5BFAB26C13C31D3358
[Battlefield™ Hardline],2015/04/28,40,6.99,0,Mechanic Shortcut,8F9B726CC495A0157EC5C6FB4FCD76B1DAF3558D58
[Battlefield™ Hardline],2015/04/28,40,24.99,0,Player Shortcut Bundle,56E44FD93825BB9672D5330DB85FB89C35F7A22058
[Battlefield™ Hardline],2016/01/26,-65535,14.99,896,Battlefield ™ Hardline Getaway,FFA4DEE4DC8EC16985F452D33CC36CB0C15DFC5B58
[Battlefield™ Hardline],2015/04/28,40,49.99,0,Ultimate Shortcut Bundle,AA6DF21D64BAC709BBB721DB134E2C658143F32A58
[Battlestations Pacific],2009/07/02,30,1.99,28,Battlestations: Pacific - Mustang Unit Pack,0F88AA2C818BD2FF3B250C75D6D6F6158202C5F958
[Battlestations Pacific],2009/06/11,30,6.99,207,Battlestations: Pacific - Volcano Map Pack,DCB2AB4C7519DC6ADF40E8704578B7CADDD1379458
[Battlestations Pacific],2009/07/23,30,6.99,694,Battlestations: Pacific - Carrier Battles Map Pack,5466D305E556A235747C52AC47D9EB912385354E58
[Battlestations: Midway],2007/03/28,30,4.99,162,Iowa Mission Pack,C10E87EF6EF94F151D14B3522DF08DD0D940678C58
[Beautiful Katamari],2007/12/19,10,1.00,0,Mechanical Katamari,D0CF5278DF17B20C66ABD1FF072DF16392F1DE4E58
[Beautiful Katamari],2007/12/19,10,1.00,0,Dangerous Katamari,9488B6099122F93196838A163B6CECD4C47B78E258
[Beautiful Katamari],2007/12/19,10,1.00,0,Perfectly Sized Katamari,CE97AA8FE56754BE05E073B4B816B5B97ED06AE058
[Beautiful Katamari],2007/11/21,10,2.49,0,Character Set A,FC5CB28D550D5BFDB000F5914C086CDAFA6CA70858
[Beautiful Katamari],2007/11/21,10,1.00,0,Milky Way Constellations,710B85D1F36829116B46BAAC7CAC2E4A49A88AC158
[Beautiful Katamari],2007/12/19,10,2.49,0,Character Set C,4AEBE0E8FF7A4A37B2EF8510390CBD2D054A8D8A58
[Beautiful Katamari],2007/11/21,10,2.49,0,Character Set B,A61CA85F74F9FA2583CC03755B4EBEA1AED61F0D58
[Beautiful Katamari],2007/12/19,10,2.49,0,Character Set D,52A5EE664A5C23892251C7061F57DF4A70DCBBCB58
[Beautiful Katamari],2007/11/21,10,2.49,0,Accessory Set A,BA569564C99E727E3900482527CAC0EB3D802C7B58
[Beautiful Katamari],2007/11/21,10,1.00,0,The Weaver Girl,2A67A02E381DF6379E5A27037496C9A3EC289D3958
[Beautiful Katamari],2007/11/21,10,1.00,0,Shopping Spree,CAC31BC1DBF916801DAB27E4998430ADD859D3FB58
[Beautiful Katamari],2007/11/21,10,2.49,0,Accessory Set B,4F7D8719B1E673E1C29E6192E730C422B4C8D1BE58
[Beautiful Katamari],2007/12/19,10,2.49,0,Accessory Set C,D172BA73EFA9640570D22C0FF675727B1D0B9A1758
[Beautiful Katamari],2008/09/05,10,1.49,0,Special Accessory,B6B7C1884348C42BD64C76DFAF41F11733AE532B58
[Beautiful Katamari],2007/12/19,10,2.49,0,Accessory Set D,438CFE1429D384B4772D0127FF2C0C47EF5944EF58
[Beautiful Katamari],2007/11/21,10,1.00,0,High-calorie Katamari,D47DE91A30CF294EE16C2FEEE6B56F5F7AF8F7DA58
[Bellator: MMA Onslaught],2012/07/31,30,1.00,0,Bellator MMA Onslaught Scouting Report,B39EB4DFC6248357332979200FDCBED52E05053D58
[Bellator: MMA Onslaught],2013/07/02,30,5.99,178,Bellator: MMA Onslaught - Muay Thai Style Pack,1F72DDFC8B107415046ACA9177A7865EC41D55A358
[BINARY DOMAIN],2012/05/01,40,1.99,0,Dan Marshall Pack,92D1880C9FF2BA2B7826B9391B2EAFE6DFEC9CCD58
[BINARY DOMAIN],2012/05/01,40,1.99,0,The Multiplayer pack,55538345C1A23951197EE6F830BC407B19ED04E958
[BioShock],2007/12/04,40,0.00,17,Ryan Industries Plasmids and Gene Tonics,95608CB9D73116706CC849A974A80BEC5812874C58
[BioShock 2],2010/05/10,40,0.00,594,Kill 'em Kindly,5DEF1579BC217C385537C7944DD1DD36663229A658
[BioShock 2],2010/08/31,40,9.99,937,Minerva's Den,6B0024B05A524E65F5E734EBB7B507926F33ED6A58
[BioShock 2],2010/08/23,40,4.99,1063,The Protector Trials,98BB6926042CE1E201B21D4609A88B7D5E37710958
[BioShock 2],2010/01/01,40,1.99,0,Zigo & Blanche,CE9BE11BB02BCBC11D5E4D8D5CDEE304A169D67358
[BioShock 2],2010/03/11,40,4.99,0,Sinclair Solutions Tester Pack,CAA72589C7C38373F8BAD1997FD94F849AD260E858
[BioShock 2],2010/05/10,40,9.99,594,Rapture Metro,5DEF1579BC217C385537C7944DD1DD36663229A658
[BioShock Infinite],2014/03/25,40,0.00,1273,Burial At Sea- Episode 2 (2 of 2),F6AF3B355811F8D7108C12AD8EEAA96C947C40B858
[BioShock Infinite],2013/03/26,40,19.99,0,BioShock Infinite Season Pass,B08DE1133B9DAB912AA6A4BDD2BDFED4E515456058
[BioShock Infinite],2013/07/30,40,4.99,1379,Clash in the Clouds,D1EC3E542DAD380A09EE71F67572628411B17A8A58
[BioShock Infinite],2013/11/12,40,14.99,1900,Burial at Sea - Episode 1,F5EFA6D2C08B01B8873FB2E7DEE9CD7FDC261BF458
[BioShock Infinite],2013/06/25,40,4.99,0,Columbia’s Finest Pack,3ECC9339946114EF7BF752E21D036866D53CBCDE58
[BioShock Infinite],2014/03/25,40,14.99,1950,Burial At Sea- Episode 2 (1 of 2),0579DC92CC4117797BBE5C2CD9D0CDAE263F8E8A58
[Birds of Steel],2012/10/08,30,3.99,0,Small Lions Pack,ACE3D8199D15B1D2E4B75EE982D7499D3950380758
[Birds of Steel],2012/06/13,30,4.99,0,Planes Pack 1: P-47 Thunderbolt & OS2U Kingfisher,98AAEAA7C18A25EFFF51032DFBDE1F60309D38B958
[Birds of Steel],2012/10/08,30,5.99,0,Big Lions Pack,EE9E826A7326F0C1E512F6A39447BE812B6DE6A058
[Birds of Steel],2012/06/27,30,7.99,283,Map Pack 2: Stalingrad and Korsun,4E5EF74CA3504399BEF9088489B9DC240ABB547258
[Birds of Steel],2012/10/08,30,11.99,0,Great Lions Pack,4B3648E8A2504629E916A071FEDFB7AFF1B4EE0458
[Birds of Steel],2012/06/13,30,5.99,89,Map Pack 1 Battle of Britain,AA170925806BF2F0E54352FA9EB5535D21B834DF58
[Birds of Steel],2012/11/20,30,12.99,346,"Map Pack 3: Sicily, Berlin and Ardennes",898B305CFEC3AAA7B81C497C7C955C386C7ECF2858
[COD: Black Ops III],2016/07/05,10,5.99,567,Black Ops III - The Giant Zombies Map,2CCE693B22906AC3DC61772C3A0CABCCD1DA0C8F58
[COD: Black Ops III],2016/05/05,40,14.99,1173,Call of Duty®: Black Ops III - Awakening DLC,D0288B47455419D4F8862B84CCC508126F84816A58
[BlazBlue],2009/06/25,30,1.00,0,Unlimited Ragna Unlocked,BF17AB59A06F2BCC1721316B75DBB2862968892B58
[BlazBlue],2009/06/25,30,1.00,0,Unlimited Rachel Unlocked,F2962F305DB646887967DAD7F057E6A9F8BDA7F958
[BlazBlue],2009/06/25,30,1.00,0,Unlimited Hakumen Unlocked,5A5D203A960BC17C23160A7178DB8B268BAAF52858
[BlazBlue],2009/06/25,30,1.00,0,Unlimited Nu Unlocked,8AF378FC77C630257BB17B14A6F6EFEF50CE19D558
[BlazBlue],2009/07/03,30,1.99,0,Additional character colors (Type B),9F909BABDD8E2747124C6C395257EDB70389A53558
[BlazBlue],2009/07/03,30,1.99,0,Additional character colors (Type A),E2F34F87FFFEBCFDA3EC9E2C7700666165DEEEED58
[BlazBlue],2009/07/03,30,1.99,0,Additional character colors (Type C),71EEB7E12546E69B18AD01A16FE7223D3ED3E5A158
[BlazBlue],2009/07/03,30,4.99,0,Additional character colors (All Types),94D68CA6864F42E4E75D5FE7CEAE1DF9CE6BCF0858
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 2 (type A),9B6D8536560E71811F32C157EA3D69EE844A9CCF58
[BlazBlue],2010/01/28,30,4.99,0,Other Unlimited Characters Unlocked,FF32122CB2F9068B655D3B8E96E3A669E6E1627258
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 3 (type C),C1CDF2AE3A5516360A9746C08A6C46BAEE621C0E58
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 3 (type B),C6594644DB3FB3C592796C30E89EB92412A35D5258
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 3 (type A),15E49B2E34C1EDC20DB447D930008742C62D393658
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 2 (type C),06409AFC2BFA43EE07CEDAD6555C727850DC62D958
[BlazBlue],2010/01/28,30,1.99,0,Additional character colors 2 (type B),C398314DDC4B50D1A78EF2B6D968A400F94731D358
[BlazBlue],2010/01/28,30,5.99,0,All additional character colors 2!,FBAD1A420AA7955AFBE7DA6AD7F3CD318405AB5D58
[BlazBlue],2010/01/28,30,5.99,0,All additional character colors 3!,CC81C1995F8EF3855000BDDACD7151F30519066358
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/03/13,30,4.99,0,"System Voice Arrange Tsubaki Type-A,B",8D475FC9094EBDFE46F1446319A0AFD73F927DB358
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/03/06,30,4.99,0,"System Voice Arrange Litchi Type-A,B",E0B7CFC38FF672460C12ADB38DF86C57BA859C2058
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/04/03,30,4.99,0,"System Voice Arrange Kokonoe Type-A,B",D7C6952250F2F36A625DAD8BA87007612400BC3A58
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/02/28,30,4.99,0,"System Voice Arrange Rachel Type-A,B",93DC6F7EC8BC711BA635BFE6D5127AFF2963074A58
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/03/20,30,4.99,0,"System Voice Arrange Makoto Type-A,B",3E2F5CC6A63978B68CC201861E969107156B2A0258
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/03/27,30,4.99,0,"System Voice Arrange Platinum Type-A,B",B15E8D7B073516DBD497976348E9B50CB4E7950858
[BLAZBLUE CONTINUUM SHIFT EXTEND],2012/02/22,30,4.99,0,"System Voice Arrange Noel Type-A,B",D42832FE8FB7A7108DD874B60240785810448F4158
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Ragna,1B68B1E6721B50FAB2EBF282B9349C467A85292F58
[BLAZBLUE CS],2010/07/01,30,4.99,0,Unlock All Unlimited Characters,1FCF8C621D5D41E33556542F266250AA019F0DE258
[BLAZBLUE CS],2010/07/01,30,1.99,0,Unlock Playable Character Mu,D313F642ED8DB714226453263E352127EF3DA1FB58
[BLAZBLUE CS],2010/07/22,30,3.99,0,Additional Character Colors #3,105D81EEA1D3FE3D922741D70B197B6F502B02DF58
[BLAZBLUE CS],2010/07/15,30,3.99,0,Additional Character Colors #2,D6625F05872E9604F0CC48871D4B4D86A06E5CEB58
[BLAZBLUE CS],2010/07/08,30,3.99,0,Additional Character Colors #1,CB6C75FBF79925234CCCCC22A75A5DB8B615A4CC58
[BLAZBLUE CS],2010/07/15,30,4.99,0,Additional System Voice Type-M,5E39F13F46A33AF24C2758D1926A7FD323AF257058
[BLAZBLUE CS],2010/07/08,30,4.99,0,Additional System Voice Type-C,8684CF4D77FEDA9D4368DCF7A017BE8EEF6AD47058
[BLAZBLUE CS],2010/07/01,30,4.99,0,Additional System Voice Type-K,4EAC39735197BCDE840AFA3A050C5C7A44B7248658
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Mu,8048CAA7CCC055C684A8DCEBFB91B66AB152670C58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Hazama,DE26DF244E834712A4A32ADABF129B059ECD6A6D58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Tsubaki,5EA6F68E71EDAED60FC5E855F45391CF5A1B0B2B58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Lambda,E1A18C62FC4B1B3AF2078A985F53DED8616C3C2F58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Haku-men,32D591E229FE137FA305A9BC3A0737984FE6130B58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Carl,D2B51AE6B61CAA4F4244A2D5E5E397DBC89AB74558
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Bang,4681CE2FA483AB649E064DB57A4E710137C2191F58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Arakune,1DD3FBBB7FDF9EF9FE7FF4BEEBFC64B28922493858
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Litchi,0F33D49A85FF7549DD61CED7D268C0673F767C7258
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Tager,4C07EC181DC7644AEE3B243D06E23EDC2EE690E758
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Taokaka,402F00BBE62BB40312855F6A4783415B748F470B58
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Rachel,F68FF3BEBED5BFAE91A60680C45CF78E90C8755458
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Noel,55FC60757741532C4110E4978B70BEED217A5DD458
[BLAZBLUE CS],2010/07/20,30,0.50,0,Unlock Unlimited Jin,4E8A8994AEC4C1DD55C77057B892B4DAA34EDF5D58
[BLAZBLUE CS],2010/08/03,30,0.00,49,System Version Data Pack <Ver.1.01>,0B67DF0C7D375F6E5EBBAD43DE7BF52109006ACE58
[BLAZBLUE CS],2010/08/03,30,6.99,49,"Additional Playable Character ""Makoto Nanaya""",0B67DF0C7D375F6E5EBBAD43DE7BF52109006ACE58
[BLAZBLUE CS],2010/12/07,30,0.00,87,System Version Data Pack <Ver.1.02>,F6F16828D5A9F344BE00CFD93910F71D98BCDE1258
[BLAZBLUE CS],2011/05/10,30,0.00,288,System Version Data Pack <Ver.1.03>,151E0EEA8F244C08270749297665F9405476795758
[BLAZBLUE CS],2011/05/10,30,6.99,288,"Additional Playable Character ""Platinum the Trinity""",28C2DACAD4B6287F285E2AAB1642FD5F9F1CD69558
[BLAZBLUE CS],2011/01/10,30,6.99,87,"Additional Playable Character ""Valkenhayn R. Hellsing""",2F3F333E216EC51A89C9DEC2C5370A9B7928504C58
[Blood Bowl],2010/03/30,30,3.99,65,Dark Elves,9B55C846A12A371A213F18B89872381FA802205E58
[Blue Dragon],2007/06/22,30,0.00,0,Ultra Hard Mod,2EA110F0E8AA789C050A34E23B7A6EDE6511A6AC58
[Blue Dragon],2007/08/03,30,1.00,19,Shuffle Dungeon,5471477CA638C7C02C1C9CF7FB65DBB34298F87958
[Blue Dragon],2007/07/13,30,1.00,0,6 Treasures - Package of 6 Handy Items,4289DC78FCC44E77367C7310162E6399CE09C1E358
[Bomberman Battlefest],2010/10/26,10,2.99,6,Bomb-Up Pack III,014EE577F6A96886E7E0AE61C49EC2F0AB4DA5D258
[Bomberman Battlefest],2010/12/29,10,2.99,4,Bomb-Up Pack I,F3CB9062E79594DA8D23B862B0582C332D8BB1ED58
[Bomberman Battlefest],2011/01/12,10,2.99,4,Bomb-Up Pack II,1BBE0B1151F02ACAECEC3CD572CF9C6A7E2F6FBC58
[Bomberman LIVE],2007/08/29,10,3.13,3,Bomberman Live Bomb-up Pack 1,1A6B3E4D21305D184C0786504C57B481DBFD56EA58
[Bomberman LIVE],2007/12/26,10,3.13,5,Bomberman Live Bomb-up Pack 3,53149DDA2106B5E889D07C23C065E69A8CB42A2C58
[Bomberman LIVE],2007/09/26,10,2.49,5,Bomberman Live Bomb-up Pack 2,46040079564C25A1E31C40CA07E3C6F47DE79CDD58
[Borderlands],2010/02/23,40,9.99,1527,Secret Armory,C1C17CFE9B32CBC3C3ABD998623045EF7863485258
[Borderlands],2009/12/29,40,9.99,382,The Underdome,123A3176EDC2DEE4DC6D52A50733DF93ED0AC58658
[Borderlands],2009/11/24,40,9.99,911,Zombie Island,973C3A9C8408F8EA98F4AC2F4D985D16B1099A2658
[Borderlands],2010/09/28,40,9.99,1254,New Revolution,4A4EA7F81C5512D861AC8F5FCDA542DA3036D6A858
[Borderlands 2],2014/07/15,40,0.00,474,Compatibility Pack,C1B4A96A9D5A56023D83DE53B6A5E2C83F5E043658
[Borderlands 2],2012/09/18,40,29.99,0,Borderlands 2 Season Pass,ADC2D69B16A81D59463F0D9B6F885863CBCE27D458
[Borderlands 2],2013/09/03,40,4.99,565,Ultimate Vault Hunter Upgrade Pack 2,CF58F776C4642040CD1DE4A6FF5F7E21B15CFBFF58
[Borderlands 2],2014/04/15,-65535,2.99,867,Headhunter 5: Son of Crawmerax,E05F423C312DAFDAA5D92B5ED612227CD54B918958
[Borderlands 2],2013/10/22,40,2.99,469,Headhunter 1: Bloody Harvest,2C43443E7296F833AF2236A1B5724346DC164B0C58
[Borderlands 2],2013/12/17,10,2.99,885,Headhunter 3: Mercenary Day,E6C8FE3EF56D053CB188375051ACEA15CF5ECDD258
[Borderlands 2],2013/05/14,40,9.99,112,Psycho Pack,8FF6F9C94DDFAAB72A811854143A6BA38206F00C58
[Borderlands 2],2012/10/09,40,9.99,0,Mechromancer Pack,EF7AF1F60FED9ECBF4813A3704DAEB43FCF3C59758
[Borderlands 2],2013/01/22,-65535,0.99,13,Commando Supremacy Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/11/26,10,2.99,885,Headhunter 2: Wattle Gobbler,E6C8FE3EF56D053CB188375051ACEA15CF5ECDD258
[Borderlands 2],2013/01/22,-65535,0.99,13,Mechromancer Supremacy Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/01/22,-65535,0.99,13,Siren Supremacy Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2014/02/11,10,2.99,867,Headhunter 4: Wedding Day Massacre,E05F423C312DAFDAA5D92B5ED612227CD54B918958
[Borderlands 2],2013/01/22,-65535,0.99,13,Mechromancer Domination Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/04/02,40,4.99,0,Ultimate Vault Hunter Upgrade Pack,37E446CA7F22337512E819E4071E0067B621410758
[Borderlands 2],2013/07/02,-65535,0.99,8,Assassin Stinging Blade Pack,26F7FF88C83EDEDB72F7B757F52470B4B4B366A058
[Borderlands 2],2013/01/22,-65535,0.99,13,Assassin Madness Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2012/10/16,40,9.99,1163,Captain Scarlett and her Pirate's Booty,0AD1749799DE8FD78C209C76B5AC739BE790147158
[Borderlands 2],2013/01/22,-65535,0.99,13,Mechromancer Madness Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/09/03,-65535,0.99,6,Psycho Party Pack,C84133AEF2A24324994B3E642E443250ABE6962158
[Borderlands 2],2013/01/22,-65535,0.99,13,Gunzerker Supremacy Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/06/25,40,9.99,1638,Tiny Tina's Assault on Dragon Keep,FB8257F7D8752DC5C8C6059CC729BA157D77133858
[Borderlands 2],2013/09/03,-65535,0.99,6,Siren Learned Warrior Pack,C84133AEF2A24324994B3E642E443250ABE6962158
[Borderlands 2],2013/07/02,-65535,0.99,8,Psycho Supremacy Pack,26F7FF88C83EDEDB72F7B757F52470B4B4B366A058
[Borderlands 2],2013/01/22,-65535,0.99,13,Siren Madness Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/09/03,-65535,0.99,6,Assassin Cl0ckw0rk Pack,C84133AEF2A24324994B3E642E443250ABE6962158
[Borderlands 2],2013/01/22,-65535,0.99,13,Assassin Supremacy Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/07/02,-65535,0.99,8,Psycho Dark Psyche Pack,26F7FF88C83EDEDB72F7B757F52470B4B4B366A058
[Borderlands 2],2013/01/22,-65535,0.99,13,Gunzerker Madness Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/09/03,-65535,0.99,6,Mechromancer Beatmaster Pack,C84133AEF2A24324994B3E642E443250ABE6962158
[Borderlands 2],2013/01/22,-65535,0.99,13,Assassin Domination Pack,5A3F6AA68BB6416FF268FB58F97369534F6DF9FC58
[Borderlands 2],2013/07/02,-65535,0.99,8,Mechromancer Steampunk Slayer Pack,26F7FF88C83EDEDB72F7B757F52470B4B4B366A058
